#term	term_size	term_size_in_genome	list1_positives	list1_negatives	list1_percentage	list2_positives	list2_negatives	list2_percentage	list1_positive_ids	list2_positive_ids	odds_ratio_log	pvalue	adj_pvalue
GO:0042981	78	840	3	121	2.42	75	30	71.43	DNM2,TIAF1,OPA1	SON,IER3,MALT1,BCL2,CIDEA,BIK,CARD10,BID,BCL2L13,TNFRSF6B,BCL2L1,BIRC7,RIPK2,BCL2L2,TNFRSF10A,BAG4,CIDEB,TNFRSF10B,DAD1,BNIP3,BCL2L10,AVEN,IL2,BCL2A1,BNIP2,BAG1,CARD9,CARD6,PRKAA1,BNIP1,HDAC3,BFAR,NOL3,BAG3,CARD11,BAK1,CASP4,CASP5,CASP1,TNFAIP3,CASP2,HTATIP2,FADD,BIRC2,BIRC3,APAF1,CRADD,API5,HRK,FAIM2,AATF,BIRC8,BRCA1,SPHK2,BAX,BIRC5,CBX4,CARD14,NME6,CASP8,CASP10,CFLAR,RTN4,BIRC6,BOK,CASP9,IL10,PEA15,MCL1,BCL10,DEDD,HDAC1,DFFA,DFFB,TNFRSF25	-4.6134689888E0	1.49038E-31	9.86629E-30
GO:0043065	34	420	1	123	0.81	33	72	31.43	DNM2	BCL2,CIDEA,BIK,BID,BCL2L13,BCL2L1,RIPK2,TNFRSF10A,CIDEB,TNFRSF10B,BNIP3,BNIP1,BAK1,CASP4,CASP1,CASP2,HTATIP2,FADD,CRADD,HRK,BRCA1,BAX,CASP8,CASP10,CFLAR,BOK,CASP9,IL10,BCL10,DEDD,DFFA,DFFB,TNFRSF25	-4.0320257978E0	5.81845E-12	1.37565E-10
GO:0043067	78	849	3	121	2.42	75	30	71.43	DNM2,TIAF1,OPA1	SON,IER3,MALT1,BCL2,CIDEA,BIK,CARD10,BID,BCL2L13,TNFRSF6B,BCL2L1,BIRC7,RIPK2,BCL2L2,TNFRSF10A,BAG4,CIDEB,TNFRSF10B,DAD1,BNIP3,BCL2L10,AVEN,IL2,BCL2A1,BNIP2,BAG1,CARD9,CARD6,PRKAA1,BNIP1,HDAC3,BFAR,NOL3,BAG3,CARD11,BAK1,CASP4,CASP5,CASP1,TNFAIP3,CASP2,HTATIP2,FADD,BIRC2,BIRC3,APAF1,CRADD,API5,HRK,FAIM2,AATF,BIRC8,BRCA1,SPHK2,BAX,BIRC5,CBX4,CARD14,NME6,CASP8,CASP10,CFLAR,RTN4,BIRC6,BOK,CASP9,IL10,PEA15,MCL1,BCL10,DEDD,HDAC1,DFFA,DFFB,TNFRSF25	-4.6134689888E0	1.49038E-31	9.86629E-30
GO:0043068	34	423	1	123	0.81	33	72	31.43	DNM2	BCL2,CIDEA,BIK,BID,BCL2L13,BCL2L1,RIPK2,TNFRSF10A,CIDEB,TNFRSF10B,BNIP3,BNIP1,BAK1,CASP4,CASP1,CASP2,HTATIP2,FADD,CRADD,HRK,BRCA1,BAX,CASP8,CASP10,CFLAR,BOK,CASP9,IL10,BCL10,DEDD,DFFA,DFFB,TNFRSF25	-4.0320257978E0	5.81845E-12	1.37565E-10
GO:0007276	10	421	1	123	0.81	9	96	8.57	DNAH9	BCL2,BIK,BCL2L1,BCL2L2,BCL2L10,BIRC3,BRCA1,BAX,DEDD	-2.4450607412E0	6.30574E-3	2.22043E-2
GO:0007283	9	327	1	123	0.81	8	97	7.62	DNAH9	BIK,BCL2L1,BCL2L2,BCL2L10,BIRC3,BRCA1,BAX,DEDD	-2.3169149185E0	1.27186E-2	3.23835E-2
GO:0019953	11	490	2	122	1.61	9	96	8.57	DNAH9,DNALI1	BCL2,BIK,BCL2L1,BCL2L2,BCL2L10,BIRC3,BRCA1,BAX,DEDD	-1.74375025E0	2.556E-2	4.45281E-2
GO:0048609	10	513	1	123	0.81	9	96	8.57	DNAH9	BCL2,BIK,BCL2L1,BCL2L2,BCL2L10,BIRC3,BRCA1,BAX,DEDD	-2.4450607412E0	6.30574E-3	2.22043E-2
GO:0009611	9	776	2	122	1.61	7	98	6.67	MYH2,MYH10	BCL2,RIPK2,IL2,SPP1,BRCA1,BAX,IL10	-1.4718165346E0	8.37626E-2	1.26025E-1
GO:0002443	6	242	1	123	0.81	5	100	4.76	MYO1F	MALT1,IL2,BRCA1,IL10,BCL10	-1.8164520818E0	9.62575E-2	1.38527E-1
GO:0002682	10	436	1	123	0.81	9	96	8.57	MYO1F	MALT1,RIPK2,IL2,CARD9,CARD11,IL18,BRCA1,IL10,BCL10	-2.4450607412E0	6.30574E-3	2.22043E-2
GO:0006952	12	929	1	123	0.81	11	94	10.48	MYO1F	MALT1,BCL2,RIPK2,BNIP3,IL2,SPP1,CARD9,APAF1,BRCA1,IL10,BCL10	-2.6667848459E0	1.50586E-3	7.84186E-3
GO:0006955	16	1106	1	123	0.81	15	90	14.29	MYO1F	MALT1,BCL2,TNFRSF6B,RIPK2,TNFRSF10A,TNFRSF10B,BNIP3,IL2,CARD9,CARD11,IL18,BRCA1,IL10,BCL10,TNFRSF25	-3.0204248861E0	7.9107E-5	8.72814E-4
GO:0009607	10	487	1	123	0.81	9	96	8.57	MYO1F	MALT1,BCL2,RIPK2,BNIP3,CARD9,BAK1,BRCA1,IL10,BCL10	-2.4450607412E0	6.30574E-3	2.22043E-2
GO:0009617	7	211	1	123	0.81	6	99	5.71	MYO1F	MALT1,RIPK2,CARD9,BRCA1,IL10,BCL10	-2.0088239745E0	4.98213E-2	7.9666E-2
GO:0030155	5	140	1	123	0.81	4	101	3.81	MYO1F	BCL2,SPP1,IL18,BRCA1	-1.5833581997E0	1.82078E-1	2.41072E-1
GO:0042742	5	126	1	123	0.81	4	101	3.81	MYO1F	RIPK2,CARD9,BRCA1,IL10	-1.5833581997E0	1.82078E-1	2.41072E-1
GO:0045087	6	197	1	123	0.81	5	100	4.76	MYO1F	MALT1,RIPK2,CARD9,BRCA1,BCL10	-1.8164520818E0	9.62575E-2	1.38527E-1
GO:0045088	5	55	1	123	0.81	4	101	3.81	MYO1F	RIPK2,CARD9,BRCA1,BCL10	-1.5833581997E0	1.82078E-1	2.41072E-1
GO:0050776	9	259	1	123	0.81	8	97	7.62	MYO1F	MALT1,RIPK2,IL2,CARD9,CARD11,BRCA1,IL10,BCL10	-2.3169149185E0	1.27186E-2	3.23835E-2
GO:0051707	10	319	1	123	0.81	9	96	8.57	MYO1F	MALT1,BCL2,RIPK2,BNIP3,CARD9,BAK1,BRCA1,IL10,BCL10	-2.4450607412E0	6.30574E-3	2.22043E-2
GO:0007417	7	457	1	123	0.81	6	99	5.71	MYH10	BCL2,APAF1,FAIM2,BRCA1,SPHK2,BAX	-2.0088239745E0	4.98213E-2	7.9666E-2
GO:0007420	6	307	1	123	0.81	5	100	4.76	MYH10	BCL2,APAF1,BRCA1,SPHK2,BAX	-1.8164520818E0	9.62575E-2	1.38527E-1
GO:0006916	46	252	2	122	1.61	44	61	41.9	TIAF1,OPA1	SON,IER3,MALT1,BCL2,TNFRSF6B,BCL2L1,BIRC7,BCL2L2,BAG4,DAD1,BNIP3,BCL2L10,AVEN,IL2,BCL2A1,BNIP2,BAG1,PRKAA1,BNIP1,HDAC3,BFAR,NOL3,BAG3,TNFAIP3,HTATIP2,BIRC3,API5,HRK,FAIM2,AATF,BIRC8,BRCA1,SPHK2,BAX,BIRC5,CBX4,NME6,CFLAR,RTN4,BIRC6,IL10,PEA15,MCL1,HDAC1	-3.7841896339E0	1.23433E-15	4.5396E-14
GO:0007243	21	559	1	123	0.81	20	85	19.05	TIAF1	MALT1,CARD10,BIRC7,RIPK2,TNFRSF10A,TNFRSF10B,IL2,CARD9,PRKAA1,CARD11,CASP1,TNFAIP3,FADD,BIRC2,BRCA1,CARD14,CASP8,CFLAR,IL10,BCL10	-3.3652653724E0	7.37794E-7	1.28532E-5
GO:0007249	18	167	1	123	0.81	17	88	16.19	TIAF1	MALT1,CARD10,RIPK2,TNFRSF10A,TNFRSF10B,CARD9,CARD11,CASP1,TNFAIP3,FADD,BIRC2,BRCA1,CARD14,CASP8,CFLAR,IL10,BCL10	-3.168060885E0	8.95324E-6	1.28849E-4
GO:0043066	49	403	2	122	1.61	47	58	44.76	TIAF1,OPA1	SON,IER3,MALT1,BCL2,CIDEA,TNFRSF6B,BCL2L1,BIRC7,BCL2L2,BAG4,DAD1,BNIP3,BCL2L10,AVEN,IL2,BCL2A1,BNIP2,BAG1,PRKAA1,BNIP1,HDAC3,BFAR,NOL3,BAG3,TNFAIP3,HTATIP2,BIRC3,API5,HRK,FAIM2,AATF,BIRC8,BRCA1,SPHK2,BAX,BIRC5,CBX4,NME6,CFLAR,RTN4,BIRC6,IL10,PEA15,MCL1,BCL10,HDAC1,DFFA	-3.9005784553E0	5.01179E-17	2.07363E-15
GO:0043069	49	409	2	122	1.61	47	58	44.76	TIAF1,OPA1	SON,IER3,MALT1,BCL2,CIDEA,TNFRSF6B,BCL2L1,BIRC7,BCL2L2,BAG4,DAD1,BNIP3,BCL2L10,AVEN,IL2,BCL2A1,BNIP2,BAG1,PRKAA1,BNIP1,HDAC3,BFAR,NOL3,BAG3,TNFAIP3,HTATIP2,BIRC3,API5,HRK,FAIM2,AATF,BIRC8,BRCA1,SPHK2,BAX,BIRC5,CBX4,NME6,CFLAR,RTN4,BIRC6,IL10,PEA15,MCL1,BCL10,HDAC1,DFFA	-3.9005784553E0	5.01179E-17	2.07363E-15
GO:0010035	5	163	2	122	1.61	3	102	2.86	ACTG1,ACTA1	BCL2,BCL2L1,BRCA1	-584513.33956E-6	6.62851E-1	7.19356E-1
GO:0010038	5	141	2	122	1.61	3	102	2.86	ACTG1,ACTA1	BCL2,BCL2L1,BRCA1	-584513.33956E-6	6.62851E-1	7.19356E-1
GO:0006944	5	62	1	123	0.81	4	101	3.81	OPA1	BNIP1,BAK1,BRCA1,BAX	-1.5833581997E0	1.82078E-1	2.41072E-1
GO:0007005	8	129	1	123	0.81	7	98	6.67	OPA1	BCL2,BID,BCL2L1,BNIP3,BAK1,BRCA1,BAX	-2.1731270258E0	2.53506E-2	4.45281E-2
GO:0007006	8	32	1	123	0.81	7	98	6.67	OPA1	BCL2,BID,BCL2L1,BNIP3,BAK1,BRCA1,BAX	-2.1731270258E0	2.53506E-2	4.45281E-2
GO:0009890	7	572	1	123	0.81	6	99	5.71	DNAH7	PRKAA1,AATF,BRCA1,CBX4,IL10,DEDD	-2.0088239745E0	4.98213E-2	7.9666E-2
GO:0009892	14	719	1	123	0.81	13	92	12.38	DNAH7	CIDEA,BCL2L1,BNIP3,IL2,PRKAA1,BAK1,HRK,AATF,BRCA1,BAX,CBX4,IL10,DEDD	-2.8553451358E0	3.48976E-4	2.62525E-3
GO:0032269	7	119	1	123	0.81	6	99	5.71	DNAH7	IL2,BAK1,AATF,BRCA1,BAX,IL10	-2.0088239745E0	4.98213E-2	7.9666E-2
GO:0051246	12	514	1	123	0.81	11	94	10.48	DNAH7	BCL2,BIRC7,IL2,BAK1,AATF,BRCA1,BAX,CARD14,BIRC6,IL10,BCL10	-2.6667848459E0	1.50586E-3	7.84186E-3
GO:0008361	5	242	1	123	0.81	4	101	3.81	ACTA1	BCL2,EBAG9,IL2,BRCA1	-1.5833581997E0	1.82078E-1	2.41072E-1
GO:0009628	8	642	1	123	0.81	7	98	6.67	ACTA1	BCL2,BCL2L1,BAK1,IL18,BRCA1,BAX,CASP9	-2.1731270258E0	2.53506E-2	4.45281E-2
GO:0009725	6	384	1	123	0.81	5	100	4.76	ACTA1	BCL2,BCL2L1,SPP1,BRCA1,IL10	-1.8164520818E0	9.62575E-2	1.38527E-1
GO:0009991	6	281	1	123	0.81	5	100	4.76	ACTA1	BCL2,DAD1,SPP1,HRK,BRCA1	-1.8164520818E0	9.62575E-2	1.38527E-1
GO:0010033	14	803	1	123	0.81	13	92	12.38	ACTA1	MALT1,BCL2,BCL2L1,RIPK2,SPP1,CARD9,CASP1,BIRC2,BRCA1,CASP8,IL10,MCL1,BCL10	-2.8553451358E0	3.48976E-4	2.62525E-3
GO:0016049	5	226	1	123	0.81	4	101	3.81	ACTA1	BCL2,EBAG9,IL2,BRCA1	-1.5833581997E0	1.82078E-1	2.41072E-1
GO:0048545	5	207	1	123	0.81	4	101	3.81	ACTA1	BCL2,SPP1,BRCA1,IL10	-1.5833581997E0	1.82078E-1	2.41072E-1
GO:0001816	10	223	0	124	0	10	95	9.52		MALT1,CIDEA,RIPK2,CARD9,CARD11,CASP1,IL18,BRCA1,IL10,BCL10	-17976.931349E300	3.22165E-4	2.53896E-3
GO:0001817	10	190	0	124	0	10	95	9.52		MALT1,CIDEA,RIPK2,CARD9,CARD11,CASP1,IL18,BRCA1,IL10,BCL10	-17976.931349E300	3.22165E-4	2.53896E-3
GO:0001819	8	93	0	124	0	8	97	7.62		MALT1,RIPK2,CARD9,CARD11,CASP1,IL18,BRCA1,BCL10	-17976.931349E300	1.68209E-3	7.84186E-3
GO:0002237	6	88	0	124	0	6	99	5.71		MALT1,RIPK2,CARD9,BRCA1,IL10,BCL10	-17976.931349E300	8.58314E-3	2.34795E-2
GO:0002250	6	216	0	124	0	6	99	5.71		MALT1,IL2,IL18,BRCA1,IL10,BCL10	-17976.931349E300	8.58314E-3	2.34795E-2
GO:0002684	8	266	0	124	0	8	97	7.62		MALT1,RIPK2,IL2,CARD9,CARD11,IL18,BRCA1,BCL10	-17976.931349E300	1.68209E-3	7.84186E-3
GO:0009620	5	25	0	124	0	5	100	4.76		MALT1,CARD9,BAK1,BRCA1,BCL10	-17976.931349E300	1.92262E-2	3.63651E-2
GO:0009967	13	316	0	124	0	13	92	12.38		MALT1,RIPK2,TNFRSF10B,IL2,CARD9,CARD11,CASP1,FADD,BIRC2,BRCA1,CASP8,CFLAR,BCL10	-17976.931349E300	2.58257E-5	3.28781E-4
GO:0030098	8	158	0	124	0	8	97	7.62		MALT1,BCL2,IL2,CARD11,BAK1,BRCA1,BAX,IL10	-17976.931349E300	1.68209E-3	7.84186E-3
GO:0032943	9	127	0	124	0	9	96	8.57		MALT1,BCL2,RIPK2,IL2,CARD11,IL18,BRCA1,BAX,IL10	-17976.931349E300	7.38294E-4	4.44319E-3
GO:0042098	8	87	0	124	0	8	97	7.62		MALT1,RIPK2,IL2,CARD11,IL18,BRCA1,BAX,IL10	-17976.931349E300	1.68209E-3	7.84186E-3
GO:0042113	8	120	0	124	0	8	97	7.62		MALT1,BCL2,IL2,CARD11,BAK1,BRCA1,BAX,IL10	-17976.931349E300	1.68209E-3	7.84186E-3
GO:0043122	13	119	0	124	0	13	92	12.38		MALT1,RIPK2,TNFRSF10B,CARD9,CARD11,CASP1,TNFAIP3,FADD,BIRC2,BRCA1,CASP8,CFLAR,BCL10	-17976.931349E300	2.58257E-5	3.28781E-4
GO:0043388	6	74	0	124	0	6	99	5.71		MALT1,RIPK2,CARD11,BRCA1,IL10,BCL10	-17976.931349E300	8.58314E-3	2.34795E-2
GO:0046651	9	125	0	124	0	9	96	8.57		MALT1,BCL2,RIPK2,IL2,CARD11,IL18,BRCA1,BAX,IL10	-17976.931349E300	7.38294E-4	4.44319E-3
GO:0050778	5	180	0	124	0	5	100	4.76		MALT1,RIPK2,CARD9,BRCA1,BCL10	-17976.931349E300	1.92262E-2	3.63651E-2
GO:0050863	8	132	0	124	0	8	97	7.62		MALT1,RIPK2,IL2,CARD11,IL18,BRCA1,IL10,BCL10	-17976.931349E300	1.68209E-3	7.84186E-3
GO:0050867	7	119	0	124	0	7	98	6.67		MALT1,RIPK2,IL2,CARD11,IL18,BRCA1,BCL10	-17976.931349E300	3.81045E-3	1.43691E-2
GO:0050870	7	83	0	124	0	7	98	6.67		MALT1,RIPK2,IL2,CARD11,IL18,BRCA1,BCL10	-17976.931349E300	3.81045E-3	1.43691E-2
GO:0051090	6	99	0	124	0	6	99	5.71		MALT1,RIPK2,CARD11,BRCA1,IL10,BCL10	-17976.931349E300	8.58314E-3	2.34795E-2
GO:0051098	9	152	0	124	0	9	96	8.57		MALT1,BCL2,RIPK2,CARD11,BAK1,BRCA1,BAX,IL10,BCL10	-17976.931349E300	7.38294E-4	4.44319E-3
GO:0051099	6	82	0	124	0	6	99	5.71		MALT1,RIPK2,CARD11,BRCA1,IL10,BCL10	-17976.931349E300	8.58314E-3	2.34795E-2
GO:0051101	6	120	0	124	0	6	99	5.71		MALT1,RIPK2,CARD11,BRCA1,IL10,BCL10	-17976.931349E300	8.58314E-3	2.34795E-2
GO:0051249	8	170	0	124	0	8	97	7.62		MALT1,RIPK2,IL2,CARD11,IL18,BRCA1,IL10,BCL10	-17976.931349E300	1.68209E-3	7.84186E-3
GO:0051251	7	104	0	124	0	7	98	6.67		MALT1,RIPK2,IL2,CARD11,IL18,BRCA1,BCL10	-17976.931349E300	3.81045E-3	1.43691E-2
GO:0051259	9	222	0	124	0	9	96	8.57		MALT1,PRKAA1,FADD,BIRC2,BIRC3,BRCA1,BAX,CASP8,BCL10	-17976.931349E300	7.38294E-4	4.44319E-3
GO:0001666	9	149	0	124	0	9	96	8.57		BCL2,BCL2L1,BNIP3,PRKAA1,NOL3,CASP1,IL18,BIRC2,BRCA1	-17976.931349E300	7.38294E-4	4.44319E-3
GO:0001776	6	45	0	124	0	6	99	5.71		BCL2,IL2,BAK1,BRCA1,BAX,BCL10	-17976.931349E300	8.58314E-3	2.34795E-2
GO:0001782	5	15	0	124	0	5	100	4.76		BCL2,BAK1,BRCA1,BAX,BCL10	-17976.931349E300	1.92262E-2	3.63651E-2
GO:0001836	5	22	0	124	0	5	100	4.76		BCL2,BID,BCL2L1,BAK1,BAX	-17976.931349E300	1.92262E-2	3.63651E-2
GO:0002009	5	111	0	124	0	5	100	4.76		BCL2,APAF1,BRCA1,CASP8,BCL10	-17976.931349E300	1.92262E-2	3.63651E-2
GO:0002260	6	33	0	124	0	6	99	5.71		BCL2,IL2,BAK1,BRCA1,BAX,BCL10	-17976.931349E300	8.58314E-3	2.34795E-2
GO:0003006	7	167	0	124	0	7	98	6.67		BCL2,BIK,BCL2L1,BCL2L2,BAK1,BRCA1,BAX	-17976.931349E300	3.81045E-3	1.43691E-2
GO:0006839	7	79	0	124	0	7	98	6.67		BCL2,BID,BCL2L1,BNIP3,BAK1,BRCA1,BAX	-17976.931349E300	3.81045E-3	1.43691E-2
GO:0006875	5	219	0	124	0	5	100	4.76		BCL2,IL2,BAK1,BRCA1,BAX	-17976.931349E300	1.92262E-2	3.63651E-2
GO:0007548	6	150	0	124	0	6	99	5.71		BCL2,BIK,BCL2L1,BCL2L2,BRCA1,BAX	-17976.931349E300	8.58314E-3	2.34795E-2
GO:0008284	10	433	0	124	0	10	95	9.52		BCL2,BCL2L1,RIPK2,IL2,CARD11,IL18,BRCA1,SPHK2,BIRC6,HDAC1	-17976.931349E300	3.22165E-4	2.53896E-3
GO:0008285	5	384	0	124	0	5	100	4.76		BCL2,IL2,BRCA1,BAX,IL10	-17976.931349E300	1.92262E-2	3.63651E-2
GO:0008406	6	112	0	124	0	6	99	5.71		BCL2,BIK,BCL2L1,BCL2L2,BRCA1,BAX	-17976.931349E300	8.58314E-3	2.34795E-2
GO:0008584	6	52	0	124	0	6	99	5.71		BCL2,BIK,BCL2L1,BCL2L2,BRCA1,BAX	-17976.931349E300	8.58314E-3	2.34795E-2
GO:0008633	6	22	0	124	0	6	99	5.71		BCL2,BID,TNFRSF10B,FADD,BRCA1,CASP8	-17976.931349E300	8.58314E-3	2.34795E-2
GO:0008637	5	32	0	124	0	5	100	4.76		BCL2,BID,BCL2L1,BAK1,BAX	-17976.931349E300	1.92262E-2	3.63651E-2
GO:0009314	6	204	0	124	0	6	99	5.71		BCL2,BCL2L1,BAK1,BRCA1,BAX,CASP9	-17976.931349E300	8.58314E-3	2.34795E-2
GO:0018193	6	217	0	124	0	6	99	5.71		BCL2,DAD1,IL2,BAK1,BRCA1,BAX	-17976.931349E300	8.58314E-3	2.34795E-2
GO:0030003	5	287	0	124	0	5	100	4.76		BCL2,IL2,BAK1,BRCA1,BAX	-17976.931349E300	1.92262E-2	3.63651E-2
GO:0031401	5	121	0	124	0	5	100	4.76		BCL2,IL2,BRCA1,CARD14,BCL10	-17976.931349E300	1.92262E-2	3.63651E-2
GO:0031667	5	258	0	124	0	5	100	4.76		BCL2,DAD1,SPP1,HRK,BRCA1	-17976.931349E300	1.92262E-2	3.63651E-2
GO:0032270	5	173	0	124	0	5	100	4.76		BCL2,IL2,BRCA1,CARD14,BCL10	-17976.931349E300	1.92262E-2	3.63651E-2
GO:0034097	6	79	0	124	0	6	99	5.71		BCL2,BCL2L1,RIPK2,BRCA1,CASP8,MCL1	-17976.931349E300	8.58314E-3	2.34795E-2
GO:0035239	5	135	0	124	0	5	100	4.76		BCL2,APAF1,BRCA1,CASP8,BCL10	-17976.931349E300	1.92262E-2	3.63651E-2
GO:0035295	5	215	0	124	0	5	100	4.76		BCL2,APAF1,BRCA1,CASP8,BCL10	-17976.931349E300	1.92262E-2	3.63651E-2
GO:0040008	5	332	0	124	0	5	100	4.76		BCL2,EBAG9,IL2,SPP1,BRCA1	-17976.931349E300	1.92262E-2	3.63651E-2
GO:0042100	6	37	0	124	0	6	99	5.71		BCL2,IL2,CARD11,BRCA1,BAX,IL10	-17976.931349E300	8.58314E-3	2.34795E-2
GO:0042127	12	823	0	124	0	12	93	11.43		BCL2,BCL2L1,RIPK2,IL2,CARD11,IL18,BRCA1,SPHK2,BAX,BIRC6,IL10,HDAC1	-17976.931349E300	6.02599E-5	7.12358E-4
GO:0042327	5	104	0	124	0	5	100	4.76		BCL2,IL2,BRCA1,CARD14,BCL10	-17976.931349E300	1.92262E-2	3.63651E-2
GO:0042493	5	262	0	124	0	5	100	4.76		BCL2,DAD1,CARD9,HDAC3,BRCA1	-17976.931349E300	1.92262E-2	3.63651E-2
GO:0043523	7	109	0	124	0	7	98	6.67		BCL2,BCL2L1,HRK,BRCA1,BAX,BIRC5,CASP9	-17976.931349E300	3.81045E-3	1.43691E-2
GO:0043524	5	53	0	124	0	5	100	4.76		BCL2,BCL2L1,BRCA1,BAX,BIRC5	-17976.931349E300	1.92262E-2	3.63651E-2
GO:0045595	7	516	0	124	0	7	98	6.67		BCL2,IL2,SPP1,CARD11,BRCA1,BAX,RTN4	-17976.931349E300	3.81045E-3	1.43691E-2
GO:0046661	6	74	0	124	0	6	99	5.71		BCL2,BIK,BCL2L1,BCL2L2,BRCA1,BAX	-17976.931349E300	8.58314E-3	2.34795E-2
GO:0046902	6	11	0	124	0	6	99	5.71		BCL2,BID,BCL2L1,BNIP3,BAK1,BAX	-17976.931349E300	8.58314E-3	2.34795E-2
GO:0048608	7	127	0	124	0	7	98	6.67		BCL2,BIK,BCL2L1,BCL2L2,BAK1,BRCA1,BAX	-17976.931349E300	3.81045E-3	1.43691E-2
GO:0048871	5	339	0	124	0	5	100	4.76		BCL2,CIDEA,SPP1,BRCA1,BAX	-17976.931349E300	1.92262E-2	3.63651E-2
GO:0048872	6	127	0	124	0	6	99	5.71		BCL2,IL2,BAK1,BRCA1,BAX,BCL10	-17976.931349E300	8.58314E-3	2.34795E-2
GO:0051051	5	158	0	124	0	5	100	4.76		BCL2,CIDEA,BRCA1,IL10,PEA15	-17976.931349E300	1.92262E-2	3.63651E-2
GO:0051247	5	183	0	124	0	5	100	4.76		BCL2,IL2,BRCA1,CARD14,BCL10	-17976.931349E300	1.92262E-2	3.63651E-2
GO:0051402	10	119	0	124	0	10	95	9.52		BCL2,BID,BCL2L1,BNIP3,APAF1,HRK,BRCA1,BAX,BIRC5,CASP9	-17976.931349E300	3.22165E-4	2.53896E-3
GO:0055065	5	228	0	124	0	5	100	4.76		BCL2,IL2,BAK1,BRCA1,BAX	-17976.931349E300	1.92262E-2	3.63651E-2
GO:0055074	5	212	0	124	0	5	100	4.76		BCL2,IL2,BAK1,BRCA1,BAX	-17976.931349E300	1.92262E-2	3.63651E-2
GO:0006308	8	61	0	124	0	8	97	7.62		CIDEA,BIRC7,BNIP3,APAF1,BRCA1,BAX,DFFA,DFFB	-17976.931349E300	1.68209E-3	7.84186E-3
GO:0006309	7	18	0	124	0	7	98	6.67		CIDEA,BIRC7,BNIP3,APAF1,BAX,DFFA,DFFB	-17976.931349E300	3.81045E-3	1.43691E-2
GO:0006917	28	314	0	124	0	28	77	26.67		CIDEA,BIK,BID,BCL2L13,TNFRSF10A,CIDEB,TNFRSF10B,BNIP3,BNIP1,BAK1,CASP4,CASP1,HTATIP2,FADD,CRADD,HRK,BRCA1,BAX,CASP8,CASP10,CFLAR,BOK,CASP9,BCL10,DEDD,DFFA,DFFB,TNFRSF25	-17976.931349E300	3.50025E-11	7.72388E-10
GO:0006921	7	22	0	124	0	7	98	6.67		CIDEA,BIRC7,BNIP3,APAF1,BAX,DFFA,DFFB	-17976.931349E300	3.81045E-3	1.43691E-2
GO:0006997	8	52	0	124	0	8	97	7.62		CIDEA,BIRC7,BNIP3,APAF1,BRCA1,BAX,DFFA,DFFB	-17976.931349E300	1.68209E-3	7.84186E-3
GO:0009306	5	102	0	124	0	5	100	4.76		CIDEA,IL2,CASP1,BRCA1,IL10	-17976.931349E300	1.92262E-2	3.63651E-2
GO:0030262	7	25	0	124	0	7	98	6.67		CIDEA,BIRC7,BNIP3,APAF1,BAX,DFFA,DFFB	-17976.931349E300	3.81045E-3	1.43691E-2
GO:0050708	5	65	0	124	0	5	100	4.76		CIDEA,IL2,CASP1,BRCA1,IL10	-17976.931349E300	1.92262E-2	3.63651E-2
GO:0051223	5	133	0	124	0	5	100	4.76		CIDEA,IL2,CASP1,BRCA1,IL10	-17976.931349E300	1.92262E-2	3.63651E-2
GO:0070201	5	140	0	124	0	5	100	4.76		CIDEA,IL2,CASP1,BRCA1,IL10	-17976.931349E300	1.92262E-2	3.63651E-2
GO:0043280	9	63	0	124	0	9	96	8.57		BCL2L13,TNFRSF10A,TNFRSF10B,BCL2L10,BAK1,APAF1,BRCA1,BAX,CASP9	-17976.931349E300	7.38294E-4	4.44319E-3
GO:0043281	11	84	0	124	0	11	94	10.48		BCL2L13,TNFRSF10A,TNFRSF10B,BCL2L10,BAK1,APAF1,BIRC8,BRCA1,BAX,BIRC5,CASP9	-17976.931349E300	1.39752E-4	1.32165E-3
GO:0051345	9	185	0	124	0	9	96	8.57		BCL2L13,TNFRSF10A,TNFRSF10B,BCL2L10,BAK1,APAF1,BRCA1,BAX,CASP9	-17976.931349E300	7.38294E-4	4.44319E-3
GO:0052547	11	91	0	124	0	11	94	10.48		BCL2L13,TNFRSF10A,TNFRSF10B,BCL2L10,BAK1,APAF1,BIRC8,BRCA1,BAX,BIRC5,CASP9	-17976.931349E300	1.39752E-4	1.32165E-3
GO:0052548	11	87	0	124	0	11	94	10.48		BCL2L13,TNFRSF10A,TNFRSF10B,BCL2L10,BAK1,APAF1,BIRC8,BRCA1,BAX,BIRC5,CASP9	-17976.931349E300	1.39752E-4	1.32165E-3
GO:0010629	7	499	0	124	0	7	98	6.67		BCL2L1,BNIP3,HRK,BRCA1,BAX,CBX4,DEDD	-17976.931349E300	3.81045E-3	1.43691E-2
GO:0000165	5	260	0	124	0	5	100	4.76		BIRC7,RIPK2,CARD9,PRKAA1,BRCA1	-17976.931349E300	1.92262E-2	3.63651E-2
GO:0006954	5	501	0	124	0	5	100	4.76		RIPK2,IL2,SPP1,BRCA1,IL10	-17976.931349E300	1.92262E-2	3.63651E-2
GO:0032946	5	56	0	124	0	5	100	4.76		RIPK2,IL2,CARD11,IL18,BRCA1	-17976.931349E300	1.92262E-2	3.63651E-2
GO:0042129	6	64	0	124	0	6	99	5.71		RIPK2,IL2,CARD11,IL18,BRCA1,IL10	-17976.931349E300	8.58314E-3	2.34795E-2
